"Jahr","Monat","Gemeinde","Betriebe","Zimmer","Betten","Ankünfte","Logiernächte","Zimmernächte","Zimmerauslastung in %","Bettenauslastung in %"
"2024","Juli","Wil (SG)",5,129,245,1836,3240,2157,54,43
"2024","Juli","Vaz/Obervaz",17,869,1938,9701,24990,12100,45,42
"2024","Juli","Surses",15,341,791,4412,8602,4733,45,35
"2024","Juli","Poschiavo",23,314,663,5824,11725,6469,66,57
"2024","Juli","Laax",6,608,1981,5863,23116,10656,57,38
"2024","Juli","Vals",12,245,500,2927,5530,3343,44,36
"2024","Juli","Lumnezia",9,68,158,1079,2198,936,47,47
"2024","Juli","Ilanz/Glion",5,102,179,1453,2882,2283,75,55
"2024","Juli","Rheinwald",7,95,209,1717,2607,1599,54,40
"2024","Juli","Flims",18,697,1520,7815,21888,11340,52,46
"2024","Juli","Zernez",13,329,680,6076,11458,6458,63,54
"2024","Juli","Samnaun",25,548,1155,4473,10577,5829,36,31
"2024","Juli","Scuol",35,925,1954,11724,28817,16211,57,48
"2024","Juli","Celerina/Schlarigna",7,400,788,4343,12236,7109,57,50
"2024","Juli","Pontresina",21,1053,2159,14079,44020,24339,75,66
"2024","Juli","Samedan",8,161,343,2521,5566,3305,66,52
"2024","Juli","St. Moritz",33,2527,4751,34743,84066,46209,59,57
"2024","Juli","Bregaglia",16,334,748,3690,8172,4402,43,36
"2024","Juli","Val Müstair",17,256,531,4616,8952,5214,66,54
"2024","Juli","Davos",46,3046,6064,31018,78711,47920,51,42
"2024","Juli","Klosters",23,625,1352,5792,15138,8013,41,36
"2024","Juli","Chur",16,555,1065,14806,22914,13777,80,69
"2024","Juli","Arosa",38,1526,3065,13428,42669,22979,50,46
"2024","Juli","Maienfeld",5,124,242,2479,4194,2562,67,56
"2024","Juli","Breil/Brigels",10,159,358,1504,3457,1918,39,32
"2024","Juli","Tujetsch",9,155,460,2525,6583,3198,67,46
"2024","Juli","Aarau",4,134,222,1474,2468,1758,43,37
"2024","Juli","Baden",9,461,765,4181,10145,7414,52,43
"2024","Juli","Lenzburg",3,113,189,1219,2120,1695,50,37
"2024","Juli","Rheinfelden",4,76,125,751,1799,1082,46,46
"2024","Juli","Zofingen",3,97,160,969,1892,1309,44,38
"2024","Juli","Arbon",7,169,337,3711,5441,3378,64,52
"2024","Juli","Frauenfeld",5,167,320,1226,3238,2618,51,33
"2024","Juli","Kreuzlingen",6,150,295,2843,5239,3389,73,57
"2024","Juli","Bellinzona",17,417,861,7648,10279,6196,48,39
"2024","Juli","Ascona",36,1353,2709,21240,63399,32177,77,75
"2024","Juli","Locarno",24,848,1780,18883,38011,19224,73,69
"2024","Juli","Muralto",17,428,835,9272,17274,9469,71,67
"2024","Juli","Lugano",42,1741,3125,37540,74477,41056,76,77
"2024","Juli","Paradiso",9,518,1123,12888,23988,12814,80,69
"2024","Juli","Collina d'Oro",4,83,170,950,2237,1134,44,42
"2024","Juli","Monteceneri",4,38,71,239,331,209,18,15
"2024","Juli","Chiasso",4,126,269,2337,3140,1866,48,38
"2024","Juli","Mendrisio",9,200,418,3681,5530,3648,59,43
"2024","Juli","Leysin",5,454,1442,7020,25190,11910,85,56
"2024","Juli","Ollon",9,504,1072,4982,12472,6958,45,38
"2024","Juli","Ormont-Dessus",5,230,461,1938,6981,4647,65,49
"2024","Juli","Bullet",5,89,201,1036,2368,1414,53,40
"2024","Juli","Lausanne",34,3145,5770,52602,105256,64471,69,61
"2024","Juli","Bourg-en-Lavaux",4,88,161,2160,3759,2412,88,75
"2024","Juli","Morges",7,230,502,2931,5793,3872,54,37
"2024","Juli","Nyon",8,335,697,4276,8884,6354,61,41
"2024","Juli","Château-d'Oex",4,95,175,1413,2445,1574,53,45
"2024","Juli","Le Chenit",6,137,288,1626,2758,2018,48,31
"2024","Juli","Montreux",20,1338,2495,28933,55235,32310,78,71
"2024","Juli","Vevey",11,404,652,6839,13786,8714,70,68
"2024","Juli","Blonay - Saint-Légier",4,154,312,3334,5275,3096,65,55
"2024","Juli","Yverdon-les-Bains",6,302,603,4182,7137,4384,47,38
"2024","Juli","Brig-Glis",14,529,1135,9919,20788,12446,77,59
"2024","Juli","Nendaz",6,114,223,2027,3442,1841,52,50
"2024","Juli","Orsières",17,277,732,13077,14933,6623,77,66
"2024","Juli","Val de Bagnes",27,702,1532,7910,18340,10558,53,42
"2024","Juli","Goms",12,210,418,3162,6492,3841,60,51
"2024","Juli","Evolène",12,191,399,3332,5145,2847,48,42
"2024","Juli","Leukerbad",26,788,1530,9488,18039,9761,40,38
"2024","Juli","Martigny",8,351,630,7248,10968,6857,63,56
"2024","Juli","Champéry",12,341,712,3437,7366,4522,43,33
"2024","Juli","Saint-Maurice",3,90,156,1150,1857,1594,57,38
"2024","Juli","Sierre",4,126,248,1063,2428,1568,40,32
"2024","Juli","Anniviers",22,539,1369,7639,22772,10539,63,54
"2024","Juli","Crans-Montana",27,985,2175,9099,21908,12598,42,33
"2024","Juli","Sion",6,329,636,7309,11216,7579,74,57
"2024","Juli","Saas-Fee",27,668,1451,7394,21983,11206,58,52
"2024","Juli","Saas-Grund",8,176,381,1770,5316,3132,68,52
"2024","Juli","Visp",4,132,259,2747,4732,3428,84,59
"2024","Juli","Zermatt",103,3494,7232,79314,161442,79886,75,73
"2024","Juli","La Grande Béroche",4,51,95,762,1549,991,63,53
"2024","Juli","La Chaux-de-Fonds",7,215,361,1593,2497,1835,30,25
"2024","Juli","Neuchâtel",15,565,1004,9414,16903,11005,63,54
"2024","Juli","Laténa",...,...,...,...,...,...,...,...
"2024","Juli","Genève",90,7110,12566,106627,229892,153151,70,59
"2024","Juli","Lancy",3,334,699,5907,10518,7005,68,49
"2024","Juli","Meyrin",12,1970,3147,45826,71532,47313,77,73
"2024","Juli","Vernier",6,998,1670,15425,33757,18514,60,65
"2024","Juli","Delémont",9,222,439,2017,4083,3301,50,32
"2024","Juli","Saignelégier",7,98,212,2041,3411,1809,62,54
"2024","Juli","Porrentruy",10,87,169,982,1681,1102,45,35
"2024","Juli","Clos du Doubs",6,59,133,1271,1925,967,58,50
"2024","Juli","Moutier (JU)",...,...,...,...,...,...,...,...
"2024","August","Kloten",8,1477,2779,34170,46267,30590,67,54
"2024","August","Opfikon",11,2352,4631,54130,82549,50463,69,58
"2024","August","Dübendorf",5,172,273,1933,3676,2633,50,44
"2024","August","Uster",5,170,310,1306,4341,3050,58,45
"2024","August","Winterthur",18,763,1469,12021,21603,13563,58,48
"2024","August","Zürich",127,9473,18602,216717,403064,232221,79,70
"2024","August","Wädenswil",4,69,122,1133,1898,1215,58,52
"2024","August","Horgen",5,169,295,1936,3790,2576,53,44
"2024","August","Langenthal",4,147,286,2259,3445,2579,57,39
"2024","August","Bern",41,2876,5548,71826,127841,71258,80,74
"2024","August","Köniz",5,65,146,878,2614,1505,75,58
"2024","August","Biel/Bienne",8,443,844,7977,12773,8989,65,49
"2024","August","Burgdorf",4,100,242,2472,3675,2087,67,49
"2024","August","Adelboden",19,722,1519,9843,23619,13418,60,50
"2024","August","Aeschi bei Spiez",5,87,170,2055,3411,1952,72,65
"2024","August","Kandersteg",17,359,718,10761,19720,10107,91,89
"2024","August","Reichenbach im Kandertal",9,161,420,3064,5554,3170,64,43
"2024","August","Beatenberg",12,334,782,8072,19472,8798,85,80
"2024","August","Brienz (BE)",13,315,693,9489,17957,8739,91,85
"2024","August","Grindelwald",50,1666,3776,47834,102551,46074,89,88
"2024","August","Interlaken",31,1775,3879,46157,101811,49901,91,85
"2024","August","Lauterbrunnen",46,1305,2837,29299,67384,33843,84,77
"2024","August","Matten bei Interlaken",6,203,405,3972,8422,4659,74,67
"2024","August","Unterseen",13,371,841,9065,21745,10072,88,84
"2024","August","Wilderswil",11,351,732,6660,15618,7942,73,69
"2024","August","Moutier (BE)",3,34,66,112,171,131,16,11
"2024","August","Diemtigen",5,72,191,524,1362,704,46,32
"2024","August","Spiez",14,415,758,9420,19419,10598,82,83
"2024","August","Hasliberg",12,317,717,5695,12759,6898,70,57
"2024","August","Innertkirchen",9,166,372,4445,6630,3797,74,58
"2024","August","Meiringen",12,325,775,7359,12135,6808,68,51
"2024","August","Lenk",16,445,853,7270,14824,8665,63,56
"2024","August","Saanen",28,1053,2126,16927,44897,24364,75,69
"2024","August","Langnau im Emmental",4,47,92,734,1264,849,61,46
"2024","August","Schangnau",4,58,116,1492,1940,1069,59,54
"2024","August","Sigriswil",9,288,540,5540,13415,7142,82,82
"2024","August","Thun",16,477,808,14142,21816,12860,87,87
"2024","August","Herzogenbuchsee",3,41,75,442,636,426,34,27
"2024","August","Emmen",3,250,342,2198,3930,2928,38,37
"2024","August","Kriens",4,258,552,8500,15820,7600,95,92
"2024","August","Luzern",55,3286,6472,87370,156935,83675,82,78
"2024","August","Meggen",3,34,68,1215,2069,925,88,98
"2024","August","Vitznau",9,317,668,6518,13832,6985,71,67
"2024","August","Weggis",21,767,1417,11860,27250,15928,67,62
"2024","August","Sursee",5,139,240,3271,4848,2919,69,66
"2024","August","Andermatt",13,487,1101,8994,15491,7724,51,45
"2024","August","Gurtnellen",5,43,133,1432,1715,736,55,42
"2024","August","Einsiedeln",8,210,464,4757,7355,4500,69,51
"2024","August","Feusisberg",5,216,421,3225,5645,3977,60,44
"2024","August","Freienbach",5,212,350,4186,7301,4300,65,67
"2024","August","Küssnacht (SZ)",7,152,282,3253,5303,3343,71,61
"2024","August","Ingenbohl",6,221,415,4694,8328,4789,70,65
"2024","August","Morschach",8,455,1237,12396,27618,11508,82,72
"2024","August","Schwyz",10,133,316,1716,2444,1478,37,26
"2024","August","Engelberg",26,954,1986,17586,35426,17190,58,58
"2024","August","Sachseln",10,283,529,4541,9014,5489,63,55
"2024","August","Sarnen",7,199,344,2945,6731,4570,75,64
"2024","August","Beckenried",6,106,273,2944,5035,2574,78,59
"2024","August","Emmetten",5,163,364,3440,5932,3204,65,54
"2024","August","Glarus Nord",12,314,733,4489,8731,4742,49,39
"2024","August","Glarus Süd",21,279,650,4753,8480,3750,45,44
"2024","August","Unterägeri",4,108,188,1814,3043,1809,54,52
"2024","August","Zug",9,420,730,4057,10126,7296,56,45
"2024","August","Haut-Intyamon",4,34,74,451,689,376,38,33
"2024","August","Bulle",5,245,468,6118,9367,5628,75,65
"2024","August","Gruyères",6,96,258,2604,3520,1863,63,44
"2024","August","Fribourg",7,269,528,4475,6894,4843,58,42
"2024","August","Murten",9,153,268,2445,4014,2770,61,50
"2024","August","Plaffeien",4,99,255,2110,3699,1987,65,47
"2024","August","Egerkingen",4,217,392,6188,8495,4925,73,70
"2024","August","Grenchen",4,77,163,1086,2036,1260,53,40
"2024","August","Olten",8,290,520,5151,7624,5446,61,47
"2024","August","Solothurn",9,300,581,6167,9802,6189,67,54
"2024","August","Basel",57,4565,9119,79436,142927,86097,61,51
"2024","August","Liestal",5,162,297,1325,2165,1570,34,26
"2024","August","Pratteln",5,286,645,5858,9685,5870,67,49
"2024","August","Schaffhausen",12,398,761,10197,13581,8171,66,58
"2024","August","Hundwil",4,79,187,1808,2538,1272,53,44
"2024","August","Gais",5,184,273,1182,1702,1372,24,20
"2024","August","Teufen (AR)",4,42,75,623,1175,787,60,51
"2024","August","Heiden",4,94,182,1599,3119,1828,65,57
"2024","August","Appenzell",11,226,479,4527,7441,4403,63,50
"2024","August","Gonten",5,70,150,1162,2678,1642,76,59
"2024","August","St. Gallen",23,1104,2069,17129,30931,20672,61,48
"2024","August","Rorschacherberg",3,104,188,2516,3876,2437,76,67
"2024","August","Altstätten",5,99,192,474,793,533,18,14
"2024","August","Buchs (SG)",6,165,295,2199,3789,2563,50,41
"2024","August","Bad Ragaz",12,492,1014,6269,16186,10384,68,52
"2024","August","Flums",6,107,214,1307,2462,1472,44,37
"2024","August","Quarten",10,231,554,4267,7255,3483,49,42
"2024","August","Walenstadt",5,80,163,1101,1579,997,45,36
"2024","August","Amden",8,105,230,1403,2708,1469,47,40
"2024","August","Rapperswil-Jona",6,195,364,2515,4297,3335,55,38
"2024","August","Eschenbach (SG)",3,17,32,173,291,188,36,30
"2024","August","Wildhaus-Alt St. Johann",20,475,1072,5954,10753,6377,44,33
"2024","August","Neckertal",8,125,231,1094,3250,1964,54,50
"2024","August","Uzwil",7,153,252,1081,3032,2331,49,39
"2024","August","Wil (SG)",5,129,245,2322,3744,2586,66,50
"2024","August","Vaz/Obervaz",17,867,1937,11293,27053,14001,52,45
"2024","August","Surses",15,341,791,4656,8002,4498,43,33
"2024","August","Poschiavo",23,314,663,6739,12127,6838,70,59
"2024","August","Laax",7,626,2011,5810,22661,10886,56,36
"2024","August","Vals",12,245,500,3455,6655,3772,50,43
"2024","August","Lumnezia",9,68,158,875,1658,882,43,35
"2024","August","Ilanz/Glion",4,99,169,1527,2790,2187,73,55
"2024","August","Rheinwald",7,95,209,2353,3249,1797,61,50
"2024","August","Flims",18,697,1520,9057,24347,13515,63,52
"2024","August","Zernez",13,329,680,5612,10270,5787,57,49
"2024","August","Samnaun",25,546,1152,5308,14064,7565,45,39
"2024","August","Scuol",35,925,1954,12153,30397,16794,59,50
"2024","August","Celerina/Schlarigna",7,400,788,4691,13089,7532,61,54
"2024","August","Pontresina",21,1053,2159,14876,47482,26086,80,71
"2024","August","Samedan",8,161,343,2232,4734,2629,53,45
"2024","August","St. Moritz",33,2527,4751,34713,86887,46709,60,59
"2024","August","Bregaglia",16,334,748,4315,10753,5369,53,47
"2024","August","Val Müstair",17,256,531,4954,9477,5599,71,58
"2024","August","Davos",46,3071,6110,37887,92355,56321,59,49
"2024","August","Klosters",22,620,1343,6973,17734,9313,48,43
"2024","August","Chur",16,557,1068,15336,22997,14309,83,69
"2024","August","Arosa",38,1526,3065,15491,44621,22834,48,47
"2024","August","Maienfeld",5,124,242,2526,4372,2534,66,58
"2024","August","Breil/Brigels",11,193,421,1681,3830,2180,38,31
"2024","August","Tujetsch",9,155,460,2466,5421,2803,59,38
"2024","August","Aarau",4,134,222,1607,2415,1762,43,36
"2024","August","Baden",9,461,765,4378,9760,7505,53,41
"2024","August","Lenzburg",3,113,189,1498,2540,2004,58,44
"2024","August","Rheinfelden",4,76,125,772,2040,1254,53,53
"2024","August","Zofingen",3,97,160,1037,2588,1912,64,52
"2024","August","Arbon",7,169,337,4232,6199,3726,71,59
"2024","August","Frauenfeld",5,167,320,1158,2892,2206,43,29
"2024","August","Kreuzlingen",6,150,295,3270,6072,3893,84,66
"2024","August","Bellinzona",17,417,861,7292,10018,6102,47,38
"2024","August","Ascona",36,1353,2709,21122,63629,33112,79,76
"2024","August","Locarno",25,857,1798,14559,34647,19378,73,62
"2024","August","Muralto",17,428,835,7907,16998,10139,77,66
"2024","August","Lugano",42,1741,3125,36292,72386,39486,73,75
"2024","August","Paradiso",9,518,1123,12818,24460,11925,74,70
"2024","August","Collina d'Oro",4,83,170,572,1932,937,36,37
"2024","August","Monteceneri",4,38,71,261,428,274,23,19
"2024","August","Chiasso",4,126,269,1948,2629,1902,49,32
"2024","August","Mendrisio",9,200,418,3408,5034,3379,55,39
"2024","August","Leysin",5,454,1442,6146,23338,11574,82,52
"2024","August","Ollon",9,504,1072,5450,12431,7369,47,37
"2024","August","Ormont-Dessus",5,230,461,2481,6170,3672,63,52
"2024","August","Bullet",5,89,201,1239,2215,1308,48,37
"2024","August","Lausanne",34,3145,5770,51181,100595,60733,65,58
"2024","August","Bourg-en-Lavaux",4,88,161,2208,3573,2396,88,72
"2024","August","Morges",7,230,502,2971,5767,3619,51,37
"2024","August","Nyon",8,335,697,4301,7929,5346,51,37
"2024","August","Château-d'Oex",4,95,175,1533,2650,1769,60,49
"2024","August","Le Chenit",6,137,288,1859,2921,1924,47,34
"2024","August","Montreux",20,1338,2495,25878,53059,29063,70,69
"2024","August","Vevey",11,404,652,5262,11296,7128,57,56
"2024","August","Blonay - Saint-Légier",4,154,312,1077,2111,1342,28,22
"2024","August","Yverdon-les-Bains",6,302,603,4311,7662,4856,52,41
"2024","August","Brig-Glis",14,529,1135,11464,23031,13580,83,65
"2024","August","Nendaz",6,114,223,2227,3784,2008,57,55
"2024","August","Orsières",17,277,732,11994,13781,6351,77,62
"2024","August","Val de Bagnes",27,702,1532,8078,16411,9232,44,36
"2024","August","Goms",12,210,418,3730,7097,4121,65,57
"2024","August","Evolène",12,191,399,3996,6013,3334,56,49
"2024","August","Leukerbad",26,788,1530,11196,20638,11552,47,44
"2024","August","Martigny",8,351,630,7548,11910,7868,72,61
"2024","August","Champéry",12,341,712,3953,8061,4829,46,37
"2024","August","Saint-Maurice",3,90,156,1221,2254,2026,73,47
"2024","August","Sierre",4,126,248,1436,3143,1985,51,41
"2024","August","Anniviers",23,544,1381,8428,24867,11932,71,58
"2024","August","Crans-Montana",27,985,2175,10243,25124,13947,46,37
"2024","August","Sion",6,329,636,8583,13130,8514,83,67
"2024","August","Saas-Fee",27,668,1451,9704,25314,13877,67,56
"2024","August","Saas-Grund",9,201,428,1829,5361,3272,60,46
"2024","August","Visp",4,132,259,2895,4970,3622,89,62
"2024","August","Zermatt",103,3494,7232,84801,171493,84005,78,77
"2024","August","La Grande Béroche",4,51,95,850,1381,884,56,47
"2024","August","La Chaux-de-Fonds",7,220,400,1556,2489,1762,28,22
"2024","August","Neuchâtel",15,565,1004,11669,18931,11375,65,61
"2024","August","Laténa",...,...,...,...,...,...,...,...
"2024","August","Genève",91,7138,12606,105700,224812,141625,64,58
"2024","August","Lancy",3,334,699,5160,10167,6401,62,47
"2024","August","Meyrin",12,1970,3147,42793,65797,42408,69,67
"2024","August","Vernier",6,998,1670,15272,32649,18066,58,63
"2024","August","Delémont",9,222,439,2007,3914,3179,47,29
"2024","August","Saignelégier",7,98,212,1993,2933,1669,57,46
"2024","August","Porrentruy",10,87,169,929,1628,1053,45,35
"2024","August","Clos du Doubs",6,59,133,1436,2270,1150,63,55
"2024","August","Moutier (JU)",...,...,...,...,...,...,...,...
"2024","September","Kloten",8,1477,2779,33696,46844,35592,80,56
"2024","September","Opfikon",11,2352,4631,49973,77140,49847,71,56
"2024","September","Dübendorf",5,172,273,2257,4138,3034,60,52
"2024","September","Uster",5,170,310,1379,4343,3224,63,47
"2024","September","Winterthur",18,763,1469,11622,22748,16470,72,52
"2024","September","Zürich",127,9473,18602,203418,375199,241712,85,67
"2024","September","Wädenswil",4,69,122,1142,1777,1233,61,50
"2024","September","Horgen",5,169,295,2072,4011,2959,60,46
"2024","September","Langenthal",4,147,286,2486,3477,2786,63,41
"2024","September","Bern",42,2892,5580,59947,104622,65167,75,63
"2024","September","Köniz",5,65,146,811,1572,1208,62,36
"2024","September","Biel/Bienne",8,422,809,7355,12218,9233,73,50
"2024","September","Burgdorf",4,100,242,2320,3297,1983,66,45
"2024","September","Adelboden",19,722,1519,8385,18725,10967,53,43
"2024","September","Aeschi bei Spiez",5,87,170,2009,3090,1761,67,61
"2024","September","Kandersteg",17,359,718,7137,13426,7751,72,62
"2024","September","Reichenbach im Kandertal",9,161,420,2270,3692,2281,48,30
"2024","September","Beatenberg",12,334,782,6215,13285,6964,70,57
"2024","September","Brienz (BE)",12,290,614,6947,13839,7266,84,75
"2024","September","Grindelwald",50,1666,3776,40457,85081,41813,85,77
"2024","September","Interlaken",31,1775,3879,42507,87883,46394,87,76
"2024","September","Lauterbrunnen",44,1247,2704,23189,55096,29896,81,69
"2024","September","Matten bei Interlaken",6,203,405,3062,6661,3686,61,55
"2024","September","Unterseen",13,371,841,8611,20174,10109,91,80
"2024","September","Wilderswil",10,332,694,5605,12613,7169,72,61
"2024","September","Moutier (BE)",3,34,66,136,222,182,18,11
"2024","September","Diemtigen",4,65,177,435,852,596,34,18
"2024","September","Spiez",13,413,755,8910,16623,10082,82,74
"2024","September","Hasliberg",12,318,718,3702,7130,3751,39,33
"2024","September","Innertkirchen",9,166,372,2564,4018,2534,52,37
"2024","September","Meiringen",12,325,775,5927,9634,5458,56,41
"2024","September","Lenk",16,445,853,5409,10630,7048,53,42
"2024","September","Saanen",28,1053,2126,13063,26347,15928,55,45
"2024","September","Langnau im Emmental",4,47,92,727,1083,707,50,39
"2024","September","Schangnau",4,58,116,1224,1579,949,55,45
"2024","September","Sigriswil",9,288,540,4691,10886,6188,74,69
"2024","September","Thun",16,477,808,10161,17495,11661,81,72
"2024","September","Herzogenbuchsee",3,41,75,368,546,383,31,24
"2024","September","Emmen",3,250,342,1990,3998,3207,43,39
"2024","September","Kriens",4,258,552,7502,13024,7356,95,79
"2024","September","Luzern",55,3286,6472,81286,145269,83412,85,75
"2024","September","Meggen",3,34,68,903,1684,915,92,85
"2024","September","Vitznau",9,317,668,4698,9848,5902,62,49
"2024","September","Weggis",21,767,1417,9925,19901,12701,55,47
"2024","September","Sursee",5,139,240,2993,4273,2968,72,60
"2024","September","Andermatt",13,487,1101,6042,10587,6679,46,32
"2024","September","Gurtnellen",5,43,133,1067,1089,567,44,27
"2024","September","Einsiedeln",8,210,464,3548,5958,3938,63,43
"2024","September","Feusisberg",5,216,421,3251,5608,4097,65,45
"2024","September","Freienbach",5,212,350,3395,5905,4562,72,56
"2024","September","Küssnacht (SZ)",7,152,282,2747,4863,3177,70,57
"2024","September","Ingenbohl",6,221,415,4130,6307,4170,63,51
"2024","September","Morschach",8,455,1237,10684,20467,9373,69,55
"2024","September","Schwyz",10,133,316,1520,2087,1363,35,23
"2024","September","Engelberg",26,954,1986,13955,27409,15389,54,46
"2024","September","Sachseln",10,283,529,3719,7265,4655,55,46
"2024","September","Sarnen",8,205,356,2563,5822,4091,67,55
"2024","September","Beckenried",6,106,273,2472,4258,2283,72,52
"2024","September","Emmetten",5,163,364,2729,4638,2824,60,44
"2024","September","Glarus Nord",12,313,722,3918,7527,4547,49,35
"2024","September","Glarus Süd",21,279,650,3286,5655,3078,39,30
"2024","September","Unterägeri",4,108,188,1485,2347,1693,52,42
"2024","September","Zug",10,486,864,4638,12065,9705,67,47
"2024","September","Haut-Intyamon",4,34,74,258,376,225,22,17
